school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,subject,avg_prev_grades,absence_rate,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
1,1,16,1,0,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,1,6.5,0.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
0,0,16,0,0,1,2,3,2,2,0,0,1,0,1,1,1,1,0,3,3,3,1,1,2,0,8,10,0,9.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
0,0,16,1,1,0,2,2,1,1,0,0,1,0,0,1,0,0,0,4,3,4,1,2,1,6,7,7,0,7.0,0.08,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,18,1,0,1,2,1,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,14,14,0,14.0,0.10666666666666667,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,18,1,0,1,4,2,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,15,16,0,15.5,0.02666666666666667,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,1,18,1,0,1,4,2,1,2,0,0,1,0,1,1,1,1,1,5,4,5,1,3,5,4,10,12,0,11.0,0.05333333333333334,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
1,1,18,1,0,1,2,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,1,14.5,0.08,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
1,0,15,0,1,1,3,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,6,15,15,0,15.0,0.08,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
1,0,18,1,1,0,2,4,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,10,0,10.0,0.24,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0,18,1,0,1,4,4,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,2,1,0,18,18,0,18.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
1,0,19,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,16,11,12,0,11.5,0.21333333333333335,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,17,0,0,1,2,3,2,1,0,0,1,0,0,1,1,1,0,5,5,5,1,3,3,2,10,11,0,10.5,0.02666666666666667,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,0,15,1,0,1,1,1,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,9,10,1,9.5,0.02666666666666667,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,0,15,0,0,1,2,4,1,3,0,1,1,1,1,1,1,1,0,4,3,2,1,1,5,2,10,9,1,9.5,0.02666666666666667,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0,18,0,0,1,2,2,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,14,17,0,15.5,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,0,17,1,0,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12,0,13.5,0.02666666666666667,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,17,1,0,1,4,2,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,16,0,16.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,0,17,1,0,1,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,10,11,0,10.5,0.10666666666666667,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0,16,0,1,1,2,2,3,1,0,0,1,0,1,1,1,0,1,4,3,2,1,1,4,0,14,14,0,14.0,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,1,18,1,1,1,4,4,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,8,9,0,8.5,0.02666666666666667,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
1,1,16,1,1,0,4,4,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18,8,6,1,7.0,0.24,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1,1,18,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,1,7.5,0.05333333333333334,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
0,0,17,1,1,1,4,4,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,1,15.5,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,1,17,1,0,1,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,1,16.0,0.05333333333333334,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,17,1,0,1,4,1,1,1,0,0,1,0,0,1,1,0,1,3,2,2,1,1,5,0,8,10,0,9.0,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,1,15,1,1,1,2,2,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,4,15,15,1,15.0,0.05333333333333334,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
1,1,18,1,0,1,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,1,14.5,0.10666666666666667,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,17,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,0,10.5,0.02666666666666667,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,1,16,0,0,1,2,1,2,2,0,0,0,0,1,1,1,1,0,5,2,1,1,1,2,0,8,7,0,7.5,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,0,15,1,0,1,4,4,1,1,0,1,1,0,0,1,1,1,0,3,3,4,2,3,5,0,13,12,0,12.5,0.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
0,0,18,1,1,1,3,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,7,9,1,8.0,0.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1,0,18,1,0,1,2,1,2,2,0,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,12,13,0,12.5,0.13333333333333333,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,0,17,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11,0,11.0,0.02666666666666667,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0,1,17,0,1,1,2,2,3,4,1,0,1,0,0,1,1,0,0,1,3,5,3,5,3,2,10,8,0,9.0,0.02666666666666667,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
1,0,16,1,0,1,4,3,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14,15,0,14.5,0.05333333333333334,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1,1,18,1,0,1,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,1,9.5,0.13333333333333333,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0,1,15,0,0,1,1,2,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11,9,11,0,10.0,0.14666666666666667,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1,0,17,1,0,1,3,2,1,2,0,0,1,0,0,1,1,1,1,4,3,2,2,3,2,0,12,13,0,12.5,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,16,1,0,0,2,2,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13,13,0,13.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,0,15,1,1,1,1,1,1,2,3,1,0,1,0,1,1,1,0,4,3,2,2,3,3,10,7,8,1,7.5,0.13333333333333333,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,0,15,1,0,1,1,1,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0,12,12,0,12.0,0.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,0,18,1,1,1,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,19,17,0,18.0,0.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1,0,17,1,1,1,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,1,14.5,0.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
1,1,16,1,0,1,2,2,2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,12,10,0,11.0,0.08,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
1,1,19,1,1,0,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,1,11.0,0.16,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
1,0,15,0,0,1,2,2,1,1,0,1,1,1,1,1,1,0,0,4,3,1,1,1,2,8,14,13,1,13.5,0.10666666666666667,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,1,16,1,1,1,1,1,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,1,8.0,0.24,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,15,1,0,1,2,2,1,1,0,0,1,0,0,1,1,1,0,4,2,2,1,2,5,8,11,12,0,11.5,0.10666666666666667,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,18,0,1,1,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,10,11,0,10.5,0.05333333333333334,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
1,1,18,1,0,1,4,3,1,3,0,0,1,0,0,1,1,1,1,5,4,5,2,3,5,0,14,13,0,13.5,0.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,0,17,1,0,1,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11,9,1,10.0,0.16,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,1,17,1,1,1,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,14,16,1,15.0,0.04,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
1,1,18,1,1,1,3,3,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,10,10,0,10.0,0.13333333333333333,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
1,0,17,0,0,1,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,0,15,15,0,15.0,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,1,15,0,1,1,4,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,0,12,13,0,12.5,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
1,1,15,1,0,1,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,6,9,11,0,10.0,0.08,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
1,0,17,0,1,1,2,2,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,1,11.0,0.04,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1,19,1,0,1,3,2,2,1,3,0,0,0,1,1,1,0,0,3,2,1,1,1,3,4,6,11,0,8.5,0.05333333333333334,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1,1,17,1,0,1,3,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,1,9.0,0.02666666666666667,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
1,0,16,1,1,1,4,3,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,16,15,1,15.5,0.02666666666666667,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1,0,18,1,1,0,4,4,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,0,14,15,0,14.5,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,15,1,1,1,4,3,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,10,10,1,10.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
1,0,18,1,0,1,3,3,1,2,0,0,1,0,0,1,1,1,0,4,1,4,1,1,3,8,11,12,0,11.5,0.10666666666666667,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1,1,16,1,1,1,2,2,2,2,0,0,1,0,1,1,1,1,0,5,4,4,2,4,5,2,10,10,0,10.0,0.02666666666666667,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,0,18,0,1,1,4,4,1,2,0,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,13,14,0,13.5,0.013333333333333334,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1,0,17,1,0,0,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8,7,1,7.5,0.08,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,1,16,1,0,1,4,4,1,2,0,0,1,1,1,1,1,1,1,4,4,5,5,5,5,16,10,12,1,11.0,0.21333333333333335,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
0,0,17,0,0,1,2,1,3,1,0,0,1,0,1,1,0,0,1,5,5,3,1,1,3,2,9,10,0,9.5,0.02666666666666667,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,1,17,0,0,1,4,4,3,1,3,0,0,0,1,1,1,1,1,3,3,3,1,3,5,2,9,9,0,9.0,0.02666666666666667,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1,0,18,1,0,1,3,3,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7,0,7.5,0.18666666666666668,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0,16,0,0,1,2,3,2,2,0,0,0,0,0,1,1,0,0,4,5,2,1,2,5,0,16,17,0,16.5,0.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,0,18,0,0,1,4,4,3,1,0,0,1,0,1,1,1,1,1,4,4,3,2,2,5,4,7,9,0,8.0,0.05333333333333334,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
1,0,17,1,1,1,2,2,2,2,0,1,1,0,0,1,1,1,1,4,4,4,2,3,5,6,12,12,0,12.0,0.08,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0,15,1,0,1,2,2,2,3,0,0,1,0,1,1,1,0,0,5,3,2,1,1,4,0,12,13,0,12.5,0.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1,1,18,1,1,1,4,3,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,11,1,10.5,0.10666666666666667,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1,0,18,1,0,1,1,1,2,3,0,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,14,14,0,14.0,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,16,1,0,1,2,1,4,1,0,0,0,0,0,1,1,0,0,3,2,1,1,1,2,4,9,9,0,9.0,0.05333333333333334,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,1,17,1,0,1,3,2,1,1,3,0,1,0,1,1,1,1,0,5,5,5,2,4,5,16,6,5,1,5.5,0.21333333333333335,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
1,0,16,1,0,1,1,2,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11,0,11.5,0.05333333333333334,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,1,16,1,0,1,3,2,1,1,0,0,1,0,0,0,1,1,0,5,4,3,1,1,5,4,12,12,0,12.0,0.05333333333333334,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,16,1,0,1,3,3,1,2,0,0,1,1,0,1,1,0,0,4,3,2,1,2,5,4,6,10,1,8.0,0.05333333333333334,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,0,17,1,1,1,2,2,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10,11,0,10.5,0.02666666666666667,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
1,1,17,0,0,1,2,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12,0,12.0,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,1,16,1,0,1,3,2,1,1,0,0,1,1,0,0,1,1,0,5,4,3,1,1,5,0,12,14,1,13.0,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,15,0,1,1,3,1,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12,16,16,1,16.0,0.16,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0,1,18,0,0,1,1,1,2,1,1,0,1,0,0,1,0,1,1,5,3,3,2,3,5,2,9,7,0,8.0,0.02666666666666667,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,16,0,0,1,4,4,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,6,10,11,1,10.5,0.08,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,15,1,0,1,4,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,15,15,0,15.0,0.05333333333333334,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,1,17,1,0,1,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,1,14.5,0.04,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0,16,1,0,1,1,3,2,1,0,0,1,0,0,1,0,1,1,4,3,3,1,3,5,11,10,11,0,10.5,0.14666666666666667,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,1,20,1,0,0,3,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,1,17.5,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
1,1,15,1,1,0,2,1,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11,0,11.5,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
1,0,15,0,0,1,3,4,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,1,6.0,0.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
1,0,15,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,0,4,2,2,1,1,5,2,13,13,0,13.0,0.02666666666666667,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1,1,15,1,0,1,4,2,1,2,0,0,1,1,0,1,1,0,0,4,3,3,2,2,5,2,15,15,1,15.0,0.02666666666666667,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,0,18,1,0,1,2,3,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16,16,0,16.0,0.13333333333333333,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
1,0,15,1,0,1,3,2,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6,7,1,6.5,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1,0,16,1,0,1,4,4,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,4,14,14,1,14.0,0.05333333333333334,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,15,1,0,1,2,1,3,3,0,0,1,0,1,1,1,1,0,5,2,2,1,1,4,0,10,12,0,11.0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
1,1,18,0,1,1,3,2,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,0,14,15,0,14.5,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
0,0,18,1,1,0,1,1,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,8,10,0,9.0,0.02666666666666667,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1,19,0,0,1,1,1,3,2,1,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,10,9,0,9.5,0.10666666666666667,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,1,15,1,0,1,4,0,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,0,12,11,0,11.5,0.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,17,1,0,1,3,3,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,14,15,0,14.5,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,16,0,0,1,1,1,2,1,0,0,0,0,1,1,1,1,1,4,2,2,4,3,2,0,13,12,0,12.5,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,0,15,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,4,13,14,0,13.5,0.05333333333333334,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
0,1,18,0,0,1,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10,10,1,10.0,0.05333333333333334,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,0,16,1,0,0,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,12,15,13,0,14.0,0.16,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
1,0,15,0,0,1,1,1,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,8,6,1,7.0,0.02666666666666667,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,0,17,0,0,1,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,10,0,10.5,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,1,17,0,0,1,2,2,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13,0,12.5,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,1,18,0,1,1,1,1,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,1,12.5,0.02666666666666667,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,1,15,1,1,1,1,2,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,9,10,1,9.5,0.02666666666666667,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,1,16,0,0,0,4,4,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,7,15,16,1,15.5,0.09333333333333334,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1,0,18,1,1,1,1,1,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,1,11.0,0.02666666666666667,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,16,0,0,1,2,2,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13,0,13.0,0.08,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
1,1,15,1,0,1,2,3,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,3,3,2,10,12,1,11.0,0.02666666666666667,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,0,17,1,0,1,4,2,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,2,4,0,17,18,0,17.5,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,1,18,0,1,1,3,3,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,1,4.0,0.10666666666666667,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1,17,0,0,1,4,3,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,1,12.0,0.05333333333333334,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,17,1,0,1,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,14,15,0,14.5,0.4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,1,18,1,1,1,4,4,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,18,18,0,18.0,0.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1,1,16,1,0,1,4,4,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,1,13.5,0.02666666666666667,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0,0,18,0,0,1,2,2,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,14,14,0,14.0,0.06666666666666667,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,16,1,1,0,3,4,1,2,0,1,1,1,1,1,1,1,0,5,3,3,1,1,5,2,12,12,0,12.0,0.02666666666666667,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,16,1,1,1,1,2,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,4,8,10,1,9.0,0.05333333333333334,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
1,0,17,0,0,1,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,21,13,13,0,13.0,0.28,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,1,18,1,0,1,2,2,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,1,6.5,0.2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,16,0,0,1,3,3,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,7,10,1,8.5,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
0,0,17,0,0,1,3,2,1,2,1,0,0,0,0,1,1,0,1,4,5,4,1,2,5,0,10,10,0,10.0,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1,0,16,1,0,1,1,3,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,8,7,1,7.5,0.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,1,16,1,0,1,4,3,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,2,17,17,0,17.0,0.02666666666666667,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,0,19,1,0,1,1,1,3,3,0,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,10,10,0,10.0,0.16,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,16,0,0,1,2,2,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4,9,10,0,9.5,0.05333333333333334,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
